Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code
ELEC,CITY OF SOLVANG,1556 Mission Dr,PUBLIC LOT #3,Solvang,CA,93463,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.5957527,-120.1434555,2018-11-18,43502,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CITY OF SOLVANG,1745 Mission Dr,VETERANS HALL,Solvang,CA,93463,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.5963135,-120.1364822,2018-11-18,43503,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CITY OF VENTURA,501 Poli St,"CITY HALL #2; Zero Emissions
CITY HALL; Zero Emissions",Ventura,CA,93001,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.281889,-119.292427,2018-11-18,43505,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,CITY OF VENTURA,555 Santa Clara St,"DOWNTOWN PS 1; Zero Emissions
DOWNTOWN PS 3; Zero Emissions",Ventura,CA,93001,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,34.27974,-119.292211,2018-11-18,43506,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Golden Gate National Recreation Area - Crissy Field,1199 E Beach,Crissy Field Center,San Francisco,CA,94129,,855-992-3678,E,,Public,6am-8pm daily,,,,,,4,,,,,200-8,37.805726,-122.449579,2018-06-05,43526,2018-06-05 19:29:00 UTC,FG,16,Department of the Interior,2012-02-15,,,,,J1772,US,,,,Public,,public,,DOI
ELEC,"Walgreens - Chula Vista, CA #2623",1111 Third Ave,,Chula Vista,CA,91911,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,32.613528,-117.068816,2018-11-18,43811,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,"Walgreens - El Cajon, CA #5844",215 N 2nd St,,El Cajon,CA,92021,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,32.7968411,-116.9354882,2018-11-18,43813,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,EVSP WALGREENS,331 N Sepulveda Blvd,STORE 9882; The station is located right of the store's entrance,El Segundo,CA,90245,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.920674,-118.3967048,2018-11-18,43815,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,"Walgreens - Escondido, CA #5455",111 W Washington Ave,,Escondido,CA,92025,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,33.126395,-117.084463,2018-11-18,43816,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,EVSP WALGREENS,1344 W Redondo Beach Blvd,STORE 7175; The station is located left of the store's entrance,Gardena,CA,90247,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.891236,-118.299452,2018-11-18,43817,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Petaluma Village Premium Outlets,2000 Petaluma Blvd. North,,Petaluma,CA,94952,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,38.253652,-122.647842,2018-11-18,43819,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,"Walgreens - Placerville, CA #11823",4220 Missouri Flat Rd,,Placerville,CA,95667,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,38.706341,-120.83169,2018-11-18,43820,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,EVSP WALGREENS,2900 Stockton Blvd,STORE 5374,Sacramento,CA,95817,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.5477882,-121.454897,2018-11-18,43822,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,"Walgreens - San Diego, CA #6094",3005 Midway Dr,,San Diego,CA,92110,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,32.749527,-117.206945,2018-11-18,43823,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,"Walgreens - San Diego, CA #7176",8766 Navajo Rd,,San Diego,CA,92119,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,32.803323,-117.008718,2018-11-18,43824,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,"Walgreens - Santa Cruz, CA #3158",1718 Soquel Ave,,Santa Cruz,CA,95062,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,36.980867,-122.002095,2018-11-18,43826,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Coddingtown Mall,733 Coddingtown Mall,,Santa Rosa,CA,95401,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,38.4583384,-122.7309938,2018-11-18,43827,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,"Walgreens - Stockton, CA #10482",7850 West Ln,,Stockton,CA,95210,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,38.019796,-121.294277,2018-11-18,43828,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,"Walgreens - Vista, CA #9389",310 Sycamore Ave,,Vista,CA,92083,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,33.168928,-117.21187,2018-11-18,43832,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,EVSP WALGREENS,26531 Aliso Creek Rd,STORE 11241; The station is located to the left of the store's entrance,Aliso Viejo,CA,92656,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.5770994,-117.7237798,2018-11-18,44400,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,EVSP WALGREENS,3446 W Ball Rd,STORE 6954; The station is located right of the store's entrance,Anaheim,CA,92804,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8167675,-118.0097102,2018-11-18,44406,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,EVSP WALGREENS,2560 W Ball Rd,STORE 10629; The station is left of the store's entrance,Anaheim,CA,92804,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8171399,-117.9745443,2018-11-18,44408,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,EVSP WALGREENS,7878 Crescent Ave,STORE 7679; The station is located left of the store's entrance,Buena Park,CA,90620,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.838714,-117.9956352,2018-11-18,44410,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,"Walgreens - Marina, CA #4997",226 Reservation Rd,,Marina,CA,93933,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,36.6863361,-121.7974769,2018-11-18,44415,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,CARCHARGING,2353 Webster St,"YMCA GARAGE-ACE; Station in the YMCA garage,First level on west wall. ",Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.8127598,-122.2653899,2018-11-18,44419,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,"Walgreens - Pleasanton, CA #2150",1763 Santa Rita Rd,,Pleasanton,CA,94566,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,37.6759476,-121.8749489,2018-11-18,44420,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,"Walgreens - Poway, CA #12421",13390 Poway Rd,,Poway,CA,92064,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,32.9566887,-117.0411735,2018-11-18,44421,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,"Walgreens - Seaside, CA #2867",1055 Fremont Blvd,,Seaside,CA,93955,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,36.5993177,-121.8505016,2018-11-18,44422,2018-11-18 10:05:30 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,EVSP WALGREENS,4142 Pacific Coast Hwy,STORE 2622; The station is located right of the store's entrance,Torrance,CA,90505,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8064581,-118.3574274,2018-11-18,44423,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,DGS MAIN,800 Q St,"LOT 55 STATION1; -
LOT 55 STATION2
LOT 55 STATION3
LOT 55 STATION4; -",Sacramento,CA,95811,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,38.572993,-121.499385,2018-11-18,44971,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CCSF SFMTA,255 3rd St,"MOSCONE CENTER1; Public Parking, Basement Level  - Parking Rates Apply
MOSCONE CENTER2; Public Parking, Basement Level - Parking Rates Apply",San Francisco,CA,94103,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.784418,-122.39942,2018-11-18,44978,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,CCSF SFMTA,360 Grove St,"360 GROVE ST #1; Public Parking Level 1 - Parking Rates Apply
360 GROVE ST #2; Public Parking Level 1 - Parking Rates Apply
360 GROVE ST #3; Public Parking Level 1 - Parking Rates Apply
360 GROVE ST #4; Public Parking Level 1 - Parking Rates Apply",San Francisco,CA,94102,,888-758-4389,E,,Public,24 hours daily,,,,,4,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.778072,-122.422703,2018-11-18,44979,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,CARCHARGING,153 Townsend St,"TOWNSND1-ACE PK; Charging Station is located on P1, next to parking office",San Francisco,CA,94107,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.7794724,-122.3918304,2018-11-18,44981,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CLUBSPORT,2805 Jones Rd,"RENAISSANCE #2; Hotel Guest Parking 
RENAISSANCE; Hotel Guest Parking",Walnut Creek,CA,94597,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.925116,-122.058078,2018-11-18,44987,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,2 HOURS MAX,2060 Main St,"LEVEL 1-B; 1st Floor - Section B
LEVEL 1-C; 1st Floor - Section C
LEVEL 1-D; 1st Floor - Section D
LEVEL 2 C; 2nd Floor - Section C
LEVEL 2-C; 2nd Floor - Section C",Irvine,CA,92614,,888-758-4389,E,,Public,24 hours daily,,,,,,5,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.684573,-117.851187,2018-11-18,45233,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,E & M Electric,126 Mill St,,Healdsburg,CA,95448,,866-693-2636,E,,Public,8am-5pm daily; see reception for access,,,,,,4,,,,,GPS,38.6085938,-122.8688,2018-05-03,45240,2018-05-03 14:44:18 UTC,P,,,2011-05-01,,,,,J1772,US,,,,Public,,public,,
ELEC,2 HOURS MAX,2070 Main St,"LEVEL 1-A; 1st Floor - Section A
LEVEL 4 A; 4th Floor - Section A
LEVEL 4-A; 4th Floor - Section A",Irvine,CA,92614,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.684558,-117.851093,2018-11-18,45242,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BMW GROUP TECH,2606 Bayshore Pkwy,"VISITOR #1; -
VISITOR #2; Not a dedicated EV space",Mountain View,CA,94043,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.425611,-122.097801,2018-11-18,45246,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CITY OF ORANGE,300 E Chapman Ave,"CITY HALL 01; Enter from E. Almond Ave., stations are on left.
CITY HALL 02; Enter from E. Almond Ave., stations on left.
CITY HALL 03; The station is located in the Orange City Hall Employees Parking Lot
CITY HALL 04; The station is located in the Orange City Hall Employees Parking Lot",Orange,CA,92866,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.78698,-117.850383,2018-11-18,45254,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,PORTOLAVALLEYTH,765 Portola Rd,"LIBRARY; By library 
SCHOOL HOUSE; Welcome to Portola Valley",Portola Valley,CA,94028,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.380916,-122.226827,2018-11-18,45258,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CITYOFRIVERSIDE,3900 Main St,"CITY HALL #1
CITY HALL #2",Riverside,CA,92501,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.980622,-117.375317,2018-11-18,45262,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,CITYOFRIVERSIDE,8095 Lincoln Ave,"CORP TYARD #1; AFV Fuel Island
CORP YARD #2",Riverside,CA,92504,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.923945,-117.408583,2018-11-18,45263,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,CITYOFRIVERSIDE,3780 Market St,PARK GARAGE 3; Rear of parking garage,Riverside,CA,92501,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.9827232,-117.3753357,2018-11-18,45264,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,CITYOFRIVERSIDE,2911 Adams St,UOC #1; Employee Parking Lot,Riverside,CA,92504,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.9212761,-117.4140854,2018-11-18,45265,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,CITYOFRIVERSIDE,6951 Flight Rd,RIV MUN AIRPORT,Riverside,CA,92504,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.9505615,-117.4457169,2018-11-18,45266,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,4 HOURS FREE,500 Capitol Mall,"EAST STATION; Main entrance, Level P-1
STATION 1
STATION 2
WEST STATION; Main entrance, Level P-1",Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,2,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,38.578058,-121.501407,2018-11-18,45268,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,WELCOME,245 N Beverly Dr,"MGM PLACE 1
MGM PLACE 2
MGM PLACE 3
MGM PLACE 4",Beverly Hills,CA,90210,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.06804,-118.400556,2018-11-18,45292,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BEVERLY HILLS,345 N Beverly Dr,"345 N BEVERLY 1; Parking rate apply, Upper level
345 N BEVERLY 2; Parking Rates Apply, Upper level
345 N BEVERLY 3; Parking Rates Apply, Lower level
345 N BEVERLY 4; Parking Rates Apply, Lower level",Beverly Hills,CA,90210,,888-758-4389,E,,Public,24 hours daily,,,,,,7,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.069175,-118.40168,2018-11-18,45295,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BEVERLY HILLS,216 S Beverly Dr,"216 S BEVERLY 1; Parking Rates Apply
216 S BEVERLY 2; Parking Rates Apply",Beverly Hills,CA,90212,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,34.064358,-118.398887,2018-11-18,45296,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BEVERLY HILLS,221 N Crescent Dr,"221 N CRESCENT1; Entrance off Crescent, Subterranean Parking, Parking Rates Apply
221 N CRESCENT2; Entrance off Crescent, Subterranean Parking, Parking Rates Apply",Beverly Hills,CA,90210,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.069179,-118.398247,2018-11-18,45299,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CUPERTINO,10300 Torre Ave,CITY HALL; Street parking on Rodrigues street,Cupertino,CA,95014,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.3192291,-122.0281601,2018-11-18,45310,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,UC DAVIS TAPS,Apiary Dr,"HOPKINS 1
HOPKINS 2",Davis,CA,95616,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.5332527,-121.7921066,2018-11-18,45312,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,CITY OF DUBLIN,200 Civic Plaza,"LIBRARY #2
LIBRARY #3",Dublin,CA,94568,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,37.703392,-121.918269,2018-11-18,45313,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,EVSP WALGREENS,1826 W Orangethorpe Ave,STORE 6215; The station is located on the southwest corner of the store,Fullerton,CA,92833,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8584053,-117.9608442,2018-11-18,45317,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CLOS DU BOIS,19410 Geyserville Ave,"ENJOY!
LIFE IS GOOD",Geyserville,CA,95441,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,38.684964,-122.87587,2018-11-18,45318,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Amador Transit,115 Valley View Way,SR-49 and Valley View Way,Sutter Creek,CA,95685,,209-267-2282,E,,Public,24 hours daily; pay lot,,,,,,2,,,,,GPS,38.379983,-120.807672,2018-05-03,46136,2018-05-03 14:44:18 UTC,LG,,,2012-04-30,,,,,J1772,US,,,,Public,,public,,
ELEC,Golden Gate Park - Music Concourse Garage,1 Music Concourse Dr,,San Francisco,CA,94118,,415-750-0741,E,,Public,Garage business hours; pay lot,,,,,9,4,,,,,200-8,37.768766,-122.468341,2018-05-03,46473,2018-05-03 14:44:18 UTC,P,,,2012-04-10,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,CCSF SFMTA,2055 Lombard St,LOMBARD GARAGE; Public Parking Level 2 - Parking Rates Apply,San Francisco,CA,94123,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.7997284,-122.4351425,2018-11-18,46474,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,SPEAR GARAGE,201 Spear St,"STATION #1; Garage Level 1 (against the wall)
STATION #2; Garage level 1 (against the wall)",San Francisco,CA,94105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,37.791218,-122.392039,2018-11-18,46476,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CCSF SFMTA,444 Stockton St,"SUTTER 3; Public Parking Sutter and Stockton G-1st Floor - Parking Rates Apply
SUTTER 4; Public Parking Sutter and Stockton G-1st Floor - Parking Rates Apply
SUTTER 5; Public Parking Sutter and Stockton G-1st Floor - Parking Rates Apply
SUTTER 6; Public Parking Sutter and Stockton G-1st Floor - Parking Rates Apply
SUTTER STOCKTON; Public Parking Sutter and Stockton Lobbies - Parking Rates A
SUTTERSTOCKTON2; Public Parking Sutter and Stockton Lobbies - Parking Rates A
SUTTERSTOCKTON3; Public Parking Sutter and Stockton Lobbies - Parking Rates A",San Francisco,CA,94108,,888-758-4389,E,,Public,24 hours daily,,,,,7,7,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.790044,-122.406901,2018-11-18,46477,2018-11-18 10:09:00 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,UCSF CAMPUS,Campus Way,CHARGER #2; UCSF parking garage,San Francisco,CA,94158,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.7687531,-122.3894577,2018-11-18,46478,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,SAN JOSE,280 S 2nd St,"2ND SANCARLOS 1; 2nd level
2ND SANCARLOS 2; 2nd level
2ND SANCARLOS 3
2ND SANCARLOS 4; 2nd level
2ND SANCARLOS 6; 2nd level 
2ND SANCARLOS5; 2nd level",San Jose,CA,95113,,888-758-4389,E,,Public,24 hours daily,,,,,,12,,,ChargePoint Network,http://www.chargepoint.com/,200-9,37.332524,-121.885748,2018-11-18,46479,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,SAN JOSE,45 N Market St,"SAN PEDRO UNIT1; First Floor Market/San Pedro Square Garage
SAN PEDRO UNIT2; First Floor Market/San Pedro Square Garage
SAN PEDRO UNIT3; First Floor Market/San Pedro Square Garage
SAN PEDRO UNIT4; First Floor Market/San Pedro Square Garage
SAN PEDRO UNIT5; First Floor Market/San Pedro Square Garage
SAN PEDRO UNIT6; First Floor Market/San Pedro Square Garage
SAN PEDRO UNIT7; First Floor Market/San Pedro Square Garage",San Jose,CA,95113,,888-758-4389,E,,Public,24 hours daily,,,,,,14,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.336023,-121.892729,2018-11-18,46506,2018-11-18 10:09:00 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
